RJML,SSBL,Name,Season,Bats,MLB,Age,WAR,G,PA,key_MLB,year,AB,H,D,T,HR,K,BB,Kpct,BBpct,AVG,SLG,OBP,OPS,BABIP,RBI,CS,SB,Balls,CStrikes,GDP,HBP,IBB,SH,SF,R,Strikes,XAVG,XSLG,WOBA,XWOBA,XOBP,barrelpct,solidpct,flareburnpct,Pitches,whiffpct,battedballs,RC,RC27,O,ICR,whiff,barrel,solid,flareburn,KminusBB,strICR,key_FG,Def,Off,BsR,wRC+,Last_First,Pos,Name2,CJPL
ALA,SSF,Fernando Tatis Jr.,2024,R,SDP,25,3.1388,95,413,665487,2024,375,106,20,1,19,90,30,21.8,7.3,0.283,0.493,0.346,0.839,0.326,47,3,10,486,182,8,7,0,0,1,62,926,0.304,0.551,0.362,0.392,0.366,14.3,7,24.8,1467,28,286,64.031,6.2,311,46.1,411,41,20,71,14.5,0.451,19709,-1.5429,18.1562,-0.1494,137.0413,"Tatis Jr., Fernando",9,Fernando Tatis Jr.,HAM
WHI,VM,Anthony Santander,2024,B,BAL,29,3.1037,148,639,623993,2024,572,135,24,2,43,126,55,19.7,8.6,0.236,0.51,0.308,0.818,0.225,99,0,2,840,410,8,7,3,0,5,88,1713,0.234,0.462,0.346,0.33,0.308,12,9.1,18.4,2626,19.9,451,91.98,5.5,492,39.5,523,54,41,83,11.1,0.517,14551,-10.0629,18.9424,-2.7304,129.5043,"Santander, Anthony",9,Anthony Santander#,NYZ
WHI,avail,Tyler Fitzgerald,2024,R,SFG,26,3.0933,88,313,666149,2024,289,84,17,2,14,96,19,30.7,6.1,0.291,0.509,0.342,0.851,0.389,31,4,17,403,214,2,4,0,0,1,50,781,0.236,0.385,0.364,0.295,0.292,7.2,5.2,26.8,1219,30.7,194,52.384,6.7,248,39.2,374,14,10,52,24.6,0.516,26208,1.7889,17.7338,3.8399,137.0963,"Fitzgerald, Tyler",68473,Tyler Fitzgerald,avail
SV,ECB,Tyler Stephenson,2024,R,CIN,27,3.0904,131,490,663886,2024,435,115,25,1,19,111,45,22.7,9.2,0.264,0.457,0.343,0.8,0.313,64,0,1,673,323,7,8,2,0,2,67,1113,0.244,0.41,0.346,0.323,0.327,9.2,5.5,25.8,1857,22.7,326,70.255,5.8,358,40.5,422,30,18,84,13.5,0.457,17988,7.0873,6.4763,-3.1754,116.461,"Stephenson, Tyler",2,Tyler Stephenson,OCG
HOM,ECB,Masyn Winn,2024,R,STL,22,3.0856,143,607,691026,2024,559,149,28,4,14,104,39,17.1,6.4,0.267,0.406,0.313,0.719,0.303,51,5,11,776,451,1,1,1,3,5,75,1585,0.258,0.362,0.311,0.294,0.307,3.5,6,25.7,2426,18.8,463,74.472,4.7,387,35.2,456,16,28,119,10.700000000000001,0.519,27479,7.7805,1.8161,1.3482,100.6442,"Winn, Masyn",6,Masyn Winn,LWC
DAY,WAU,Zach Neto,2024,R,LAA,23,3.0753,150,586,687263,2024,527,129,32,1,21,134,38,22.9,6.5,0.245,0.429,0.314,0.743,0.29,71,8,30,691,358,13,16,1,4,1,68,1429,0.239,0.425,0.323,0.321,0.311,8.3,8.3,21.6,2216,27,398,71.319,4.5,411,38.2,598,33,33,86,16.4,0.508,31347,1.8117,8.5535,2.4381,109.0782,"Neto, Zach",6,Zach Neto,OBS
HIG,NB,Isaac Paredes,2024,R,- - -,25,3.0701,146,615,670623,2024,519,122,24,1,19,100,73,16.3,11.9,0.235,0.395,0.345,0.74,0.254,78,1,0,930,510,17,17,2,0,6,61,1731,0.222,0.348,0.327,0.308,0.335,4.7,7.5,23.3,2734,17.1,425,72.868,4.7,397,35.5,468,20,32,99,4.4,0.523,20036,-1.2522,10.5514,-0.9076,116.4325,"Paredes, Isaac",53,Isaac Paredes,GDJ
HIG,KR,Christian Yelich,2024,L,MIL,32,3.0231,73,315,592885,2024,270,85,12,3,11,58,40,18.4,12.7,0.315,0.504,0.406,0.91,0.366,42,1,21,476,180,3,2,3,1,1,44,760,0.298,0.481,0.391,0.376,0.392,7.9,8.9,27.1,1268,22.9,214,61.931,8.8,271,43.9,290,17,19,58,5.699999999999999,0.451,11477,-5.8711,24.6458,4.7051,152.903,"Yelich, Christian",7,Christian Yelich*,OCG
RAC,WAU,Jake McCarthy,2024,L,ARI,26,3.0148,135,471,664983,2024,419,120,12,7,8,74,30,15.7,6.4,0.286,0.406,0.352,0.758,0.329,52,6,23,512,289,4,13,1,5,3,63,1116,0.275,0.375,0.332,0.32,0.343,2.5,4.5,26.6,1690,17.3,353,64.143,5.5,338,33.6,292,9,16,94,9.299999999999999,0.52,21622,2.7473,10.7192,4.1254,111.6995,"McCarthy, Jake",897,Jake McCarthy*,OBS
WHI,OCS,Yainer Diaz,2024,R,HOU,25,3.0127,142,597,673237,2024,564,169,28,3,16,101,23,16.9,3.9,0.3,0.445,0.325,0.77,0.336,82,0,2,585,214,22,2,1,0,8,68,1406,0.301,0.468,0.33,0.342,0.328,7.9,8.3,28.5,2054,23.1,471,75.611,4.8,390,44.7,474,37,39,134,12.999999999999998,0.48,23003,-0.814,10.2067,-1.6478,117.2735,"Diaz, Yainer",23,Yainer Diaz,ANG
DV,TBD,Joc Pederson,2024,L,ARI,32,2.9963,125,430,592626,2024,353,99,16,1,23,100,54,23.3,12.6,0.28,0.527,0.397,0.924,0.326,61,4,6,592,323,4,16,2,1,3,60,1088,0.272,0.501,0.396,0.386,0.392,13.2,5.1,24.9,1739,24.8,257,78.758,8,353,43.2,431,34,13,64,10.700000000000001,0.498,11899,-11.9907,26.6522,-1.5584,154.8269,"Pederson, Joc",,Joc Pederson*,HAM
RM,avail,Joey Ortiz,2024,R,MIL,25,2.9914,134,485,687401,2024,417,99,24,5,11,96,55,19.8,11.3,0.237,0.398,0.331,0.729,0.279,52,6,9,694,463,9,6,0,2,5,55,1259,0.237,0.353,0.32,0.31,0.335,4.9,5.5,24.1,2020,17,328,56.858,4.5,319,34.5,343,16,18,79,8.5,0.511,25493,10.4329,2.3378,-0.6982,105.2312,"Ortiz, Joey",564,Joey Ortiz,OCG
HAL,SLB,Teoscar Hernandez,2024,R,LAD,31,2.9881,146,621,606192,2024,562,150,31,2,30,178,50,28.7,8.1,0.267,0.489,0.334,0.823,0.338,92,3,11,806,328,7,7,2,0,1,81,1596,0.251,0.489,0.353,0.345,0.32,14.8,7.5,20.3,2495,34,385,93.905,6,476,42.6,848,57,29,78,20.6,0.508,13066,-13.9156,22.0974,0.5046,129.0581,"Hernández, Teoscar",79,Teoscar Hernandez,HAM
SV,PP,Andres Gimenez,2024,L,CLE,25,2.9831,147,619,665926,2024,569,146,22,1,9,95,26,15.3,4.2,0.257,0.346,0.304,0.65,0.291,62,5,30,663,293,11,15,1,3,6,64,1609,0.266,0.365,0.286,0.301,0.315,2.9,4.6,27.1,2342,22.6,483,62.897,3.8,372,34.6,529,14,22,131,11.100000000000001,0.544,19950,16.0813,-7.707,2.1477,86.1508,"Giménez, Andrés",4,Andres Gimenez*,GDJ
CK,IR,Wilyer Abreu,2024,L,BOS,25,2.9789,124,419,677800,2024,376,97,31,2,15,123,36,29.4,8.6,0.258,0.471,0.322,0.793,0.337,57,3,8,573,274,6,2,0,0,5,56,1094,0.228,0.422,0.339,0.315,0.3,11.2,7,23.6,1698,30.4,258,58.231,5.4,312,41.8,516,29,18,61,20.799999999999997,0.517,23772,6.1214,8.8575,1.0767,116.154,"Abreu, Wilyer",97,Wilyer Abreu*,OBS
PR,VM,Victor Robles,2024,R,- - -,27,2.9385,84,266,645302,2024,227,71,16,0,4,49,19,18.4,7.1,0.313,0.436,0.388,0.824,0.379,23,2,30,290,104,2,11,0,6,3,36,601,0.262,0.409,0.362,0.333,0.346,7,4.3,22.5,915,24.5,187,46.341,7.4,216,33.8,224,13,8,42,11.299999999999999,0.519,18363,0.2767,19.3839,6.1228,143.7073,"Robles, Victor",897,Victor Robles,RAH
GNB,CB,Brandon Nimmo,2024,L,NYM,31,2.9329,143,633,607043,2024,541,123,25,3,21,148,77,23.4,12.2,0.227,0.401,0.335,0.736,0.272,85,0,13,979,432,6,12,1,0,3,84,1585,0.246,0.414,0.325,0.338,0.353,8.8,6.6,25.3,2638,23,396,80.773,5.1,461,40.7,607,35,26,100,11.2,0.479,12927,-4.1715,11.4153,2.3599,111.9551,"Nimmo, Brandon",78,Brandon Nimmo*,ILK
STE,MVR,Christian Walker,2024,R,ARI,33,2.9322,122,525,572233,2024,456,115,23,0,26,128,54,24.4,10.3,0.252,0.474,0.335,0.809,0.287,82,2,2,779,298,11,7,4,0,8,68,1349,0.248,0.468,0.345,0.354,0.339,13.7,6.8,23.2,2208,25.3,336,73.279,5.5,390,43.7,559,46,23,78,14.099999999999998,0.478,13419,1.4163,9.4399,-3.2126,120.1404,"Walker, Christian",3,Christian Walker,STL
CK,MVR,Adley Rutschman,2024,B,BAL,26,2.9307,141,610,668939,2024,544,136,19,1,19,100,57,16.4,9.3,0.25,0.393,0.32,0.713,0.271,77,0,1,804,511,9,2,3,0,7,64,1588,0.258,0.404,0.31,0.32,0.329,6.4,5.1,28.4,2473,17.2,451,70.961,4.5,387,39.9,425,29,23,128,7.099999999999998,0.497,26288,6.9152,1.2496,-1.7532,104.2822,"Rutschman, Adley",2,Adley Rutschman#,BAB
DAY,CB,Brendan Donovan,2024,L,STL,27,2.9252,145,622,680977,2024,560,153,33,2,13,77,45,12.4,7.2,0.273,0.409,0.339,0.748,0.295,68,5,5,804,455,3,13,0,0,4,63,1476,0.277,0.423,0.328,0.335,0.343,5.3,6.6,25.5,2364,14.7,487,81.187,5.2,402,37.4,348,26,32,124,5.2,0.47,24679,0.3893,7.1481,-1.6826,111.8647,"Donovan, Brendan",745,Brendan Donovan*,FMB
DV,WAU,Jordan Westburg,2024,R,BAL,25,2.9167,101,420,676059,2024,390,105,25,5,18,90,21,21.4,5,0.269,0.497,0.317,0.814,0.307,58,3,6,471,231,5,7,0,1,1,55,1015,0.286,0.509,0.348,0.361,0.335,12.3,9.3,23.2,1520,29.1,302,61.143,5.6,316,44.8,442,37,28,70,16.4,0.49,27815,-0.8041,15.1462,0.3136,130.7213,"Westburg, Jordan",546,Jordan Westburg,STL
CC,WAU,Nolan Arenado,2024,R,STL,33,2.8968,147,617,571448,2024,560,150,22,0,16,89,44,14.4,7.1,0.268,0.393,0.323,0.716,0.29,69,1,2,766,440,15,4,2,0,7,67,1549,0.254,0.358,0.312,0.297,0.314,3.3,4.4,28.2,2393,17.1,478,70.03,4.4,374,35.9,409,16,21,135,7.300000000000001,0.504,9777,8.7348,-1.3049,-2.0753,101.0435,"Arenado, Nolan",5,Nolan Arenado,JFS
CAM,OCS,Luis Garcia,2024,L,WSN,24,2.888,132,501,671277,2024,473,133,25,1,16,82,27,16.4,5.4,0.281,0.44,0.319,0.759,0.311,65,4,21,546,276,12,0,2,0,1,53,1195,0.283,0.458,0.327,0.334,0.321,7.7,5.9,24.7,1798,21.4,392,64.941,4.9,342,38.3,385,30,23,97,10.999999999999998,0.498,20391,4.8218,6.4093,0.4064,110.0133,"García, Luis",4,Luis Garcia*,JFS
RAM,SB,Carlos Santana,2024,B,MIN,38,2.8657,142,561,467793,2024,495,118,25,0,22,96,58,17.1,10.3,0.238,0.422,0.324,0.746,0.253,65,0,4,825,393,11,6,3,0,2,60,1392,0.242,0.41,0.325,0.321,0.328,7,6,22.9,2292,23.4,401,69.491,4.8,369,35.9,536,28,24,92,6.800000000000001,0.482,2396,2.2881,6.8741,-1.1842,112.4954,"Santana, Carlos",3,Carlos Santana#,TBT
GH,avail,Miguel Rojas,2024,R,LAD,35,2.8444,99,327,500743,2024,301,87,21,0,6,33,20,10.1,6.1,0.289,0.419,0.335,0.754,0.307,36,2,8,379,201,7,1,0,2,2,40,741,0.287,0.372,0.328,0.313,0.335,2.6,2.2,30.5,1170,13.8,272,41.817,5,218,35.3,161,7,6,83,4,0.469,7802,12.0626,4.576,-0.2572,112.3519,"Rojas, Miguel",645,Miguel Rojas,SEA
STE,VM,Taylor Ward,2024,R,LAA,30,2.8421,148,632,621493,2024,558,139,26,2,25,157,59,24.8,9.3,0.249,0.437,0.324,0.761,0.297,71,3,5,877,477,10,6,0,0,8,72,1540,0.255,0.475,0.33,0.352,0.334,13.4,6.6,21.8,2477,25.6,409,81.019,5,419,41.8,634,55,27,89,15.5,0.484,17548,-0.8899,7.464,-2.4734,113.6781,"Ward, Taylor",7,Taylor Ward,BAB
DV,avail,Mark Vientos,2024,R,NYM,24,2.7778,104,429,668901,2024,389,104,21,0,25,126,33,29.4,7.7,0.267,0.514,0.326,0.84,0.326,67,0,0,542,247,6,3,0,0,4,54,1067,0.25,0.479,0.358,0.339,0.313,14.2,7.1,23.6,1672,34.3,267,66.044,6,326,44.9,573,38,19,63,21.7,0.495,22184,-2.6987,15.2735,-2.2644,134.164,"Vientos, Mark",53,Mark Vientos,SEA
STE,WAU,Jeremy Pena,2024,R,HOU,26,2.7418,151,630,665161,2024,585,158,27,2,15,105,24,16.7,3.8,0.27,0.4,0.311,0.711,0.304,70,6,18,634,305,15,13,0,2,6,76,1488,0.272,0.41,0.309,0.317,0.315,5.5,5.5,23.4,2202,24.7,488,71.02,4.2,401,34.4,544,27,27,114,12.899999999999999,0.523,21636,2.24,3.4276,1.5978,102.5266,"Peña, Jeremy",6,Jeremy Pena,LWC
GNB,WAU,Willson Contreras,2024,R,STL,32,2.6567,84,358,575929,2024,301,79,17,0,15,96,45,26.8,12.6,0.262,0.468,0.38,0.848,0.337,36,1,4,462,189,7,12,2,0,0,48,877,0.261,0.461,0.37,0.366,0.379,11.2,6.8,27.8,1382,35,205,56.27,6.6,263,45.8,484,23,14,57,14.200000000000001,0.499,11609,-1.6868,15.4656,-1.7092,140.0923,"Contreras, Willson",2,Willson Contreras,RAH
GH,SIP,Pete Crow-Armstrong,2024,L,CHC,22,2.6439,115,383,691718,2024,349,84,13,6,10,94,19,24.5,5,0.241,0.398,0.289,0.687,0.298,46,2,27,359,132,4,6,2,6,3,44,938,0.226,0.375,0.295,0.283,0.277,7.6,6.4,20.8,1337,29.8,264,44.024,4.2,271,34.8,398,20,17,55,19.5,0.564,27769,11.6857,1.1315,5.3692,90.7534,"Crow-Armstrong, Pete",8,Pete Crow-Armstrong*,HAM
SV,PP,Ha-seong Kim,2024,R,SDP,28,2.6402,121,470,673490,2024,403,94,16,3,11,77,58,16.4,12.3,0.233,0.37,0.33,0.7,0.261,47,5,22,717,470,8,2,4,4,3,60,1223,0.249,0.36,0.308,0.316,0.348,4.8,4.8,23.7,1982,15.9,333,53.592,4.4,318,33.3,315,16,16,79,4.099999999999998,0.505,27506,7.0238,2.842,2.3231,100.9227,"Kim, Ha-Seong",6,Ha-seong Kim,GDJ
VAN,WAU,Brandon Marsh,2024,L,PHI,26,2.589,128,455,669016,2024,401,102,16,3,16,149,46,32.7,10.1,0.254,0.429,0.33,0.759,0.357,57,3,17,712,374,2,2,0,1,5,54,1169,0.241,0.417,0.33,0.327,0.323,9.7,12,28.3,1931,27.6,258,62.602,5.5,328,50,533,25,31,73,22.6,0.472,20202,1.3762,8.4953,2.3021,111.375,"Marsh, Brandon",789,Brandon Marsh*,GDJ
HIG,HOB,Jonathan India,2024,R,CIN,27,2.5705,144,616,663697,2024,518,127,28,2,15,122,76,19.8,12.3,0.245,0.394,0.352,0.746,0.289,58,1,13,971,534,15,12,0,2,7,82,1515,0.268,0.42,0.331,0.352,0.374,7.9,5.9,26.9,2556,19.3,405,77.115,5,416,40.7,493,32,24,109,7.5,0.464,21523,-0.632,4.93,0.5036,106.0051,"India, Jonathan",4,Jonathan India,ILK
RAC,avail,Jacob Young,2024,R,WSN,24,2.5678,142,495,696285,2024,445,113,23,1,3,95,28,19.2,5.7,0.254,0.33,0.314,0.644,0.315,35,10,32,597,387,9,12,0,8,2,74,1213,0.26,0.327,0.288,0.291,0.321,1.7,3.1,25.8,1849,18.5,360,48.522,3.6,314,30.6,342,6,11,93,13.5,0.537,29931,13.8006,-5.4745,4.0743,83.879,"Young, Jacob",8,Jacob Young,avail
BRA,PP,Tyler O'Neill,2024,R,BOS,29,2.5404,109,461,641933,2024,401,98,18,0,31,155,52,33.6,11.3,0.244,0.521,0.338,0.859,0.309,61,0,4,711,322,12,6,5,0,2,74,1175,0.218,0.499,0.364,0.344,0.317,17.7,8.1,14.9,1929,34.3,248,70.563,6,363,40.7,662,44,20,37,22.3,0.504,15711,-7.6321,16.9611,-0.7142,133.3532,"O'Neill, Tyler",79,Tyler O'Neill,HAM
ROC,IR,Alejandro Kirk,2024,R,TOR,25,2.5352,96,363,672386,2024,320,79,17,1,5,51,32,14,8.8,0.247,0.353,0.311,0.664,0.271,49,0,0,457,252,10,2,1,0,9,21,902,0.253,0.396,0.291,0.322,0.327,7.2,6.8,24.1,1422,16.1,278,35.826,3.7,202,38.1,229,20,19,67,5.199999999999999,0.485,22581,20.3429,-7.8084,-3.4458,89.5455,"Kirk, Alejandro",2,Alejandro Kirk,ILK
RAC,HOB,Will Smith,2024,R,LAD,29,2.4869,123,522,669257,2024,458,113,24,2,19,103,47,19.7,9,0.247,0.432,0.324,0.756,0.273,72,1,0,755,370,7,9,6,0,8,72,1379,0.24,0.446,0.323,0.329,0.321,11,8.5,21.8,2177,20.7,363,66.362,5,371,41.3,451,40,31,79,10.7,0.496,19197,2.4975,4.1393,-1.4506,108.9492,"Smith, Will",2,Will Smith,OBS
CK,SIP,Matt Olson,2024,L,ATL,30,2.4657,154,656,621566,2024,575,140,37,1,29,162,68,24.7,10.4,0.243,0.463,0.329,0.792,0.285,94,0,0,974,363,15,8,5,0,5,76,1757,0.252,0.465,0.339,0.347,0.34,12.9,7.4,22.7,2813,26.3,418,87.956,5.2,468,43,740,54,31,95,14.299999999999999,0.497,14344,-7.5693,9.5097,-3.5466,116.6329,"Olson, Matt",3,Matt Olson*,NYZ
STE,SB,Brice Turang,2024,L,MIL,24,2.4529,148,593,668930,2024,535,137,23,4,7,101,48,17,8.1,0.256,0.353,0.318,0.671,0.302,54,6,46,743,438,7,2,1,5,3,69,1550,0.263,0.346,0.297,0.299,0.325,2.5,2.7,29,2359,13.4,442,67.435,4.3,393,34.2,316,11,12,128,8.9,0.529,22186,5.3457,-1.4187,6.245,89.199700000000007,"Turang, Brice",4,Brice Turang*,HAM
HOM,TBD,Pete Alonso,2024,R,NYM,29,2.4325,154,667,624413,2024,583,143,31,0,34,162,68,24.3,10.2,0.245,0.473,0.334,0.807,0.279,87,0,3,934,516,14,11,4,0,4,89,1661,0.247,0.477,0.347,0.348,0.337,13.4,6.6,19.1,2686,24.1,425,93.425,5.5,486,39.1,647,57,28,81,14.100000000000001,0.495,19251,-15.9901,17.2401,-4.1011,126.7388,"Alonso, Pete",3,Pete Alonso,WWL
VAN,OCS,Gabriel Moreno,2024,R,ARI,24,2.4036,91,331,672515,2024,289,78,17,1,5,47,37,14.2,11.2,0.27,0.388,0.353,0.741,0.304,42,1,3,503,307,10,2,1,0,3,38,910,0.26,0.397,0.327,0.327,0.347,6.5,6.1,22.4,1445,17.7,245,40.03,4.8,218,35,256,16,15,55,3,0.511,22664,8.9547,3.273,0.1256,107.9464,"Moreno, Gabriel",2,Gabriel Moreno,GDJ
NA,NA,Jose Iglesias,2024,R,NYM,34,2.3761,77,261,578428,2024,242,81,16,1,4,33,11,12.6,4.2,0.335,0.459,0.379,0.838,0.374,25,2,5,267,173,4,7,1,0,1,37,672,0.292,0.378,0.364,0.318,0.342,2.4,4.3,32.4,971,14.7,210,42.238,6.8,186,39.1,143,5,9,68,8.399999999999999,0.523,10231,2.5742,11.7328,-0.2407,138.3379,"Iglesias, Jose",456,Jose Iglesias,NA
RAC,OCS,Matt Vierling,2024,R,DET,27,2.3731,137,545,663837,2024,502,130,27,5,16,114,36,20.9,6.6,0.259,0.428,0.31,0.738,0.303,56,1,6,755,445,9,3,0,0,4,74,1390,0.263,0.406,0.319,0.314,0.315,7.4,5.6,24,2210,19,392,67.2,4.7,364,37,420,29,22,94,14.299999999999999,0.498,21558,-3.1309,8.0457,2.5375,108.7919,"Vierling, Matt",8597,Matt Vierling,STL
VAN,VM,Austin Riley,2024,R,ATL,27,2.3691,110,469,663586,2024,425,109,26,2,19,118,37,25.2,7.9,0.256,0.461,0.322,0.783,0.31,56,0,0,616,253,6,5,0,0,2,63,1166,0.272,0.517,0.338,0.366,0.338,14.9,8.4,20.7,1822,27.5,309,64.295,5.4,332,44,501,46,26,64,17.299999999999997,0.491,18360,-0.3069,7.5762,-1.1937,115.6268,"Riley, Austin",5,Austin Riley,BAB
SV,HOB,Josh Naylor,2024,L,CLE,27,2.302,146,614,647304,2024,547,132,26,0,31,101,56,16.4,9.1,0.241,0.459,0.318,0.777,0.242,105,2,6,756,269,17,7,7,0,3,82,1375,0.256,0.45,0.332,0.333,0.332,8.7,6,22.3,2204,22.6,449,77.589,4.8,457,37,498,39,27,100,7.299999999999999,0.473,18839,-8.2376,10.1706,-2.4654,117.9024,"Naylor, Josh",3,Josh Naylor*,BAB
GH,HOB,Michael Busch,2024,L,CHC,26,2.2906,145,546,683737,2024,480,120,27,2,20,157,59,28.8,10.8,0.25,0.44,0.333,0.773,0.326,64,1,2,815,358,8,2,1,0,4,71,1386,0.222,0.432,0.335,0.321,0.31,11.3,6.4,20.8,2277,28.7,327,72.499,5.2,380,38.5,653,37,21,68,18,0.498,26319,-5.9978,9.9255,-1.5057,117.4964,"Busch, Michael",34,Michael Busch*,MMA
GNB,CW,Max Muncy,2024,L,LAD,33,2.2868,67,271,571970,2024,220,52,15,0,15,74,40,27.3,14.8,0.236,0.509,0.358,0.867,0.27,46,0,1,413,195,1,5,3,0,6,45,645,0.235,0.473,0.366,0.355,0.359,11.2,11.8,23.7,1118,31.3,152,44.833,6.9,233,46.7,350,17,18,36,12.5,0.45,13301,1.333,11.7721,-0.3848,137.4889,"Muncy, Max",5,Max Muncy*,OBS
NA,NA,Wyatt Langford,2024,R,TEX,22,2.2722,126,525,694671,2024,471,119,25,4,12,109,47,20.8,9,0.253,0.399,0.324,0.723,0.303,66,3,15,751,391,6,4,3,0,3,65,1301,0.259,0.428,0.315,0.33,0.331,9,6.8,23,2137,22.8,365,64.351,4.8,364,38.8,487,33,25,84,11.8,0.476,33333,-2.2254,6.8261,3.938,104.7854,"Langford, Wyatt",78,Wyatt Langford,NA
HAR,VM,Nathaniel Lowe,2024,L,TEX,28,2.2599,132,535,663993,2024,460,121,14,1,13,120,67,22.4,12.5,0.263,0.383,0.359,0.742,0.326,61,0,2,837,397,9,4,0,0,4,56,1335,0.251,0.373,0.33,0.324,0.351,5.2,6.7,26.7,2237,20.3,344,67.583,5.2,344,38.6,454,18,23,92,9.899999999999999,0.478,19566,-4.5059,8.6546,-1.1243,115.9004,"Lowe, Nathaniel",3,Nathaniel Lowe*,LWC
HAL,SIP,Dylan Moore,2024,R,SEA,31,2.259,127,421,664238,2024,353,72,22,4,10,121,48,28.7,11.4,0.204,0.374,0.319,0.693,0.273,41,6,30,608,316,8,13,0,1,5,48,1046,0.201,0.33,0.308,0.297,0.319,8.4,6.3,23.5,1738,25.1,238,47.198,4.2,289,38.2,436,20,15,56,17.299999999999997,0.497,18042,1.1058,6.8227,3.7243,106.4021,"Moore, Dylan",64573,Dylan Moore,avail
HAR,SIP,Jake Meyers,2024,R,HOU,28,2.1642,142,494,676694,2024,443,99,20,3,13,114,34,23.1,6.9,0.223,0.37,0.291,0.661,0.269,61,3,10,552,274,14,10,0,3,4,49,1126,0.243,0.399,0.29,0.312,0.312,7.1,8.3,23.2,1755,26.8,336,47.003,3.4,301,38.6,470,24,28,78,16.200000000000003,0.494,20308,8.0961,-3.513,2.4803,89.4462,"Meyers, Jake",8,Jake Meyers,HAM
HIG,SLB,Jose Caballero,2024,R,TBR,27,2.1545,133,466,676609,2024,425,97,24,1,9,131,27,28.1,5.8,0.228,0.353,0.285,0.638,0.306,44,14,44,538,332,6,8,1,3,3,53,1243,0.222,0.324,0.28,0.271,0.281,5,5,23,1832,28.6,300,44.425,3.4,300,33,524,15,15,69,22.3,0.57,23401,10.315,-4.8958,3.3283,84.6476,"Caballero, José",654,Jose Caballero,RAH
TB,SLB,Jake Rogers,2024,R,DET,29,2.1342,96,321,668670,2024,296,59,15,1,10,96,20,29.9,6.2,0.199,0.358,0.255,0.613,0.255,35,0,1,397,211,6,3,1,0,2,41,779,0.22,0.423,0.266,0.3,0.276,10.4,9.4,20.8,1204,33,202,26.82,3,190,40.6,397,21,19,42,23.7,0.511,19452,20.8374,-10.7971,-0.4221,71.8841,"Rogers, Jake",2,Jake Rogers,NYZ
ROC,KR,Luke Raley,2024,L,SEA,29,2.1195,131,439,670042,2024,391,95,18,2,21,131,26,29.8,5.9,0.243,0.46,0.318,0.778,0.307,55,2,11,523,203,2,18,0,2,2,56,1045,0.226,0.434,0.337,0.32,0.304,11,8.3,18.6,1651,34.6,264,61.27,5.4,323,37.9,571,29,22,49,23.9,0.512,19354,-7.9711,13.9478,0.4515,126.7436,"Raley, Luke",7398,Luke Raley*,HAM
HOM,TBD,Cody Bellinger,2024,L,CHC,28,2.1064,124,549,641355,2024,497,132,23,2,18,87,44,15.8,8,0.266,0.429,0.326,0.755,0.287,73,2,9,640,313,9,3,7,0,5,70,1302,0.244,0.399,0.323,0.304,0.308,6.5,3.6,23.1,1996,22.6,415,70.591,5,383,33.2,451,27,15,96,7.800000000000001,0.514,15998,-5.5087,7.5484,1.5344,109.1547,"Bellinger, Cody",893,Cody Bellinger*,MMA
RAM,avail,Heliot Ramos,2024,R,SFG,24,2.0911,114,491,671218,2024,449,120,22,3,21,130,36,26.5,7.3,0.267,0.47,0.322,0.792,0.328,70,1,6,615,264,12,2,2,0,4,50,1214,0.254,0.498,0.338,0.343,0.312,15.2,5.6,19.2,1907,29.1,323,66.611,5.2,341,40,555,49,18,62,19.2,0.501,22515,-6.9894,10.8245,-0.6173,119.4744,"Ramos, Heliot",879,Heliot Ramos,avail
GNB,WC,Kerry Carpenter,2024,L,DET,26,2.086,80,276,681481,2024,245,70,16,5,15,71,21,25.7,7.6,0.286,0.576,0.348,0.924,0.34,50,2,0,335,156,4,4,1,0,3,34,685,0.27,0.565,0.387,0.384,0.338,17.5,5.6,23.7,1058,30.5,177,48.51,7.1,229,46.8,323,31,10,42,18.1,0.491,25961,-5.2425,16.3096,-1.6978,156.7563,"Carpenter, Kerry",97,Kerry Carpenter*,BAB
STE,VM,Jose Siri,2024,R,TBR,28,2.0686,125,437,642350,2024,391,75,16,1,18,164,31,37.5,7.1,0.192,0.376,0.261,0.637,0.268,47,7,14,526,290,5,7,0,2,4,49,1164,0.208,0.427,0.277,0.305,0.278,15,8.6,18.5,1747,41.1,233,38.84,3.1,267,42.1,718,35,20,43,30.4,0.554,17452,12.5577,-7.0085,1.5497,82.9638,"Siri, Jose",8,Jose Siri,SEA
CAM,KR,Ryan McMahon,2024,L,COL,29,2.0678,145,616,641857,2024,540,132,25,0,20,174,68,28.2,11,0.244,0.402,0.331,0.733,0.321,62,6,4,906,420,8,3,4,0,3,64,1628,0.248,0.429,0.32,0.332,0.335,11.4,7,27.6,2591,30,369,73.279,4.7,384,46,777,42,26,102,17.2,0.497,15112,7.8271,-8.4069,-2.4895,91.9721,"McMahon, Ryan",5,Ryan McMahon*,ILK
NA,NA,Otto Lopez,2024,R,MIA,25,2.0644,110,410,672640,2024,381,99,21,1,6,73,23,17.8,5.6,0.26,0.367,0.302,0.669,0.306,37,3,19,430,236,12,1,0,2,2,44,984,0.271,0.397,0.293,0.31,0.313,5.1,5.1,26.9,1454,21.6,312,41.774,3.7,245,37.1,314,16,16,84,12.200000000000001,0.518,19608,11.2983,-5.0077,2.7178,84.2533,"Lopez, Otto",4657,Otto Lopez,NA
